<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
خشرق-ت,13840718,546.11,555,540,540.36,17945,73292967.00,9,536
خشرق-ت,13840719,555.21,558,542,541.83,3633,15141937.00,3,540
خشرق-ت,13840720,548.66,549,542,541.83,714,2927604.00,3,542
خشرق-ت,13840723,555.21,555,543,542.64,2706,11228560.00,4,542
خشرق-ت,13840724,548.52,549,546,548.39,64641,265007470.00,12,543
خشرق-ت,13840725,553.87,562,549,548.66,2239,9297284.00,4,548
خشرق-ت,13840726,555.21,555,550,550.13,10010,41541120.00,6,549
خشرق-ت,13840727,561.77,562,555,558.69,42034,175539860.00,14,550
خشرق-ت,13840730,555.08,558,555,558.29,3394,14082830.00,4,559
خشرق-ت,13840801,557.89,558,555,558.16,4055,16886070.00,7,558
خشرق-ت,13840802,565.91,567,559,558.96,4496,19049666.00,7,558
خشرق-ت,13840804,558.82,562,559,559.09,5696,23847638.00,6,559
خشرق-ت,13840807,559.09,559,559,559.09,1939,8103081.00,1,559
خشرق-ت,13840808,552.54,559,551,558.56,7309,30407042.00,7,559
خشرق-ت,13840809,558.56,563,557,558.29,5485,22859630.00,5,559
خشرق-ت,13840810,550.66,558,547,556.82,7031,28892209.00,7,558
خشرق-ت,13840811,545.45,557,545,549.19,34127,139653969.00,13,557
خشرق-ت,13840814,551.20,566,551,551.06,6316,26521500.00,7,549
خشرق-ت,13840815,566.99,567,558,557.75,17806,75485350.00,6,551
خشرق-ت,13840816,568.59,569,555,556.95,22010,91543630.00,7,558
خشرق-ت,13840817,529.12,562,529,553.21,10718,43458979.00,10,557
خشرق-ت,13840818,568.59,569,554,553.87,9724,40432600.00,8,553
خشرق-ت,13840824,568.59,569,554,554.28,1300,5523930.00,4,554
خشرق-ت,13840825,555.35,555,554,554.28,110,456530.00,3,554
خشرق-ت,13840828,568.59,574,555,555.48,2960,12667624.00,7,554
خشرق-ت,13840829,556.55,557,556,555.75,8740,36377990.00,6,555
خشرق-ت,13840830,556.55,557,555,555.61,12510,51935650.00,7,556
خشرق-ت,13840901,555.21,557,555,555.48,8734,36260110.00,3,556
خشرق-ت,13840902,568.59,569,556,555.88,2494,10487734.00,4,555
خشرق-ت,13840905,574.08,584,569,580.90,1818396,7743993430.00,40,556
خشرق-ت,13840906,583.31,583,581,581.03,41315,179498173.00,21,581
خشرق-ت,13840908,609.80,610,584,594.28,338010,1501609420.00,53,581
خشرق-ت,13840909,602.04,602,597,596.55,12805,57622090.00,7,594
خشرق-ت,13840912,626.12,626,597,625.85,280335,1311453790.00,47,597
خشرق-ت,13840913,657.02,657,657,657.02,200293,983638923.00,22,626
خشرق-ت,13840914,689.80,690,657,687.66,757693,3894830475.00,184,657
خشرق-ت,13840915,715.62,721,692,709.47,380601,2018604119.00,109,688
خشرق-ت,13840919,709.47,722,702,710.40,345011,1832044011.00,97,709
خشرق-ت,13840926,718.43,749,716,728.87,243592,1327299535.00,83,710
خشرق-ت,13840927,728.87,729,703,711.07,123072,654240506.00,49,729
خشرق-ت,13840928,715.76,740,716,731.27,65851,360006590.00,50,711
خشرق-ت,13840929,731.27,742,731,736.09,105995,583279691.00,35,731
خشرق-ت,13840930,739.17,747,737,738.10,249424,1375239348.00,36,736
خشرق-ت,13841003,755.89,770,752,758.70,101819,577438113.00,53,738
خشرق-ت,13841004,769.27,773,757,763.78,332132,1894956383.00,66,759
خشرق-ت,13841005,762.31,762,749,750.54,40256,225701243.00,28,764
خشرق-ت,13841006,735.82,749,734,736.09,99630,548211235.00,35,751
خشرق-ت,13841007,726.59,736,726,734.49,246551,1353580221.00,50,736
خشرق-ت,13841010,734.49,756,734,743.05,26248,146842927.00,23,734
خشرق-ت,13841011,740.64,769,738,757.76,1125614,6336639512.00,64,743
خشرق-ت,13841104,735.82,755,722,737.43,36010,197601064.00,11,758
خشرق-ت,13841105,722.31,723,722,722.44,72284,390334684.00,29,737
خشرق-ت,13841108,721.11,721,696,713.75,28021,148603480.00,23,722
خشرق-ت,13841109,722.58,723,714,721.78,97583,526479538.00,39,714
خشرق-ت,13841110,719.90,722,713,717.90,202002,1084119655.00,58,722
خشرق-ت,13841130,464.10,464,435,444.17,48610,161417446.00,17,718
خشرق-ت,13841201,436.28,448,435,436.01,53180,173314090.00,17,444
خشرق-ت,13841202,427.31,431,427,429.32,32068,102427006.00,23,436
خشرق-ت,13841203,420.76,427,421,420.89,63043,198391165.00,30,429
خشرق-ت,13841206,413.53,427,413,416.61,109806,342010667.00,44,421
خشرق-ت,13841207,417.41,425,417,417.95,26010,81453058.00,9,417
خشرق-ت,13841208,424.10,424,419,419.29,10010,31731340.00,4,418
